2016/01/01 19:40:04 Process Name : Android Agent, MAC ID : 84:38:38:A1:79:87, CPU usage : 1.3333333333333333, RAM usage : 4656.0, Sent Data : 0.0, Received Data : 0.0, Process ID : pid, Type : Android
2016/01/02 10:04:11 Process Name : SoundAlive, MAC ID : 84:38:38:A1:79:87, CPU usage : 0.0, RAM usage : 6232.0, Sent Data : 0.0, Received Data : 0.0, Process ID : pid, Type : Android
2016/01/02 10:04:11 Process Name : Bus Simulator 2015, MAC ID : 84:38:38:A1:79:87, CPU usage : 0.0, RAM usage : 6812.0, Sent Data : 0.0, Received Data : 0.0, Process ID : pid, Type : Android
2016/01/02 10:04:12 Process Name : com.cmcm.locker:locker, MAC ID : 84:38:38:A1:79:87, CPU usage : 0.0, RAM usage : 6576.0, Sent Data : 0.0, Received Data : 0.0, Process ID : pid, Type : Android
2016/01/02 10:04:12 Process Name : Truecaller, MAC ID : 84:38:38:A1:79:87, CPU usage : 0.0, RAM usage : 5924.0, Sent Data : 0.0, Received Data : 0.0, Process ID : pid, Type : Android
2016/01/02 10:04:12 Process Name : com.cmcm.locker:service, MAC ID : 84:38:38:A1:79:87, CPU usage : 0.0, RAM usage : 5896.0, Sent Data : 0.0, Received Data : 0.0, Process ID : pid, Type : Android
2016/01/02 10:04:12 Process Name : Samsung Link Platform, MAC ID : 84:38:38:A1:79:87, CPU usage : 0.0, RAM usage : 5988.0, Sent Data : 0.0, Received Data : 0.0, Process ID : pid, Type : Android
2016/01/02 10:04:12 Process Name : Drive, MAC ID : 84:38:38:A1:79:87, CPU usage : 0.0, RAM usage : 6408.0, Sent Data : 0.0, Received Data : 0.0, Process ID : pid, Type : Android
2016/01/02 10:04:12 Process Name : com.sec.spp.push:RemoteNotiProcess, MAC ID : 84:38:38:A1:79:87, CPU usage : 0.0, RAM usage : 6732.0, Sent Data : 0.0, Received Data : 0.0, Process ID : pid, Type : Android
2016/01/02 10:04:12 Process Name : ShootingModeProvider, MAC ID : 84:38:38:A1:79:87, CPU usage : 0.0, RAM usage : 6648.0, Sent Data : 0.0, Received Data : 0.0, Process ID : pid, Type : Android
2016/01/02 10:04:12 Process Name : Kids Mode, MAC ID : 84:38:38:A1:79:87, CPU usage : 0.0, RAM usage : 6720.0, Sent Data : 0.0, Received Data : 0.0, Process ID : pid, Type : Android
2016/01/02 10:04:12 Process Name : Help, MAC ID : 84:38:38:A1:79:87, CPU usage : 0.0, RAM usage : 6720.0, Sent Data : 0.0, Received Data : 1.0, Process ID : pid, Type : Android
2016/01/02 10:04:12 Process Name : com.samsung.android.magazine.service, MAC ID : 84:38:38:A1:79:87, CPU usage : 0.0, RAM usage : 6680.0, Sent Data : 0.0, Received Data : 0.0, Process ID : pid, Type : Android
2016/01/02 10:04:12 Process Name : Filter Installer, MAC ID : 84:38:38:A1:79:87, CPU usage : 0.0, RAM usage : 6710.666666666667, Sent Data : 0.0, Received Data : 1.0, Process ID : pid, Type : Android
2016/01/02 10:04:12 Process Name : com.samsung.android.app.watchmanagerstub, MAC ID : 84:38:38:A1:79:87, CPU usage : 0.0, RAM usage : 4541.333333333333, Sent Data : 0.0, Received Data : 0.0, Process ID : pid, Type : Android
2016/01/02 10:04:12 Process Name : Google Partner Set Up, MAC ID : 84:38:38:A1:79:87, CPU usage : 0.0, RAM usage : 4472.0, Sent Data : 0.0, Received Data : 0.0, Process ID : pid, Type : Android
2016/01/02 10:04:12 Process Name : ﻿﻿Security policy updates, MAC ID : 84:38:38:A1:79:87, CPU usage : 0.0, RAM usage : 6056.0, Sent Data : 0.0, Received Data : 1.0, Process ID : pid, Type : Android
2016/01/02 10:04:12 Process Name : Group Play, MAC ID : 84:38:38:A1:79:87, CPU usage : 0.0, RAM usage : 4496.0, Sent Data : 0.0, Received Data : 0.0, Process ID : pid, Type : Android
2016/01/02 10:04:12 Process Name : Contacts, MAC ID : 84:38:38:A1:79:87, CPU usage : 0.0, RAM usage : 5912.0, Sent Data : 0.0, Received Data : 0.0, Process ID : pid, Type : Android
2016/01/02 10:04:12 Process Name : My Files, MAC ID : 84:38:38:A1:79:87, CPU usage : 0.0, RAM usage : 4461.333333333333, Sent Data : 0.0, Received Data : 0.0, Process ID : pid, Type : Android
2016/01/02 10:04:12 Process Name : Messages, MAC ID : 84:38:38:A1:79:87, CPU usage : 0.0, RAM usage : 6490.666666666667, Sent Data : 0.0, Received Data : 0.0, Process ID : pid, Type : Android
2016/01/02 10:04:12 Process Name : android.process.media, MAC ID : 84:38:38:A1:79:87, CPU usage : 0.0, RAM usage : 5996.0, Sent Data : 0.0, Received Data : 0.0, Process ID : pid, Type : Android
2016/01/02 10:04:12 Process Name : Key Chain, MAC ID : 84:38:38:A1:79:87, CPU usage : 0.0, RAM usage : 6724.0, Sent Data : 0.0, Received Data : 1.0, Process ID : pid, Type : Android
2016/01/02 10:04:12 Process Name : Clock (Digital), MAC ID : 84:38:38:A1:79:87, CPU usage : 0.0, RAM usage : 6228.0, Sent Data : 0.0, Received Data : 0.0, Process ID : pid, Type : Android
2016/01/02 10:04:12 Process Name : MTP application, MAC ID : 84:38:38:A1:79:87, CPU usage : 0.0, RAM usage : 6542.666666666667, Sent Data : 0.0, Received Data : 1.0, Process ID : pid, Type : Android
2016/01/02 10:04:12 Process Name : Facebook, MAC ID : 84:38:38:A1:79:87, CPU usage : 0.0, RAM usage : 5800.0, Sent Data : 0.0, Received Data : 2.0, Process ID : pid, Type : Android
2016/01/02 10:04:12 Process Name : Video Player, MAC ID : 84:38:38:A1:79:87, CPU usage : 0.0, RAM usage : 6598.666666666667, Sent Data : 0.0, Received Data : 0.0, Process ID : pid, Type : Android
2016/01/02 10:04:12 Process Name : Messenger, MAC ID : 84:38:38:A1:79:87, CPU usage : 0.0, RAM usage : 5784.0, Sent Data : 0.0, Received Data : 0.0, Process ID : pid, Type : Android
2016/01/02 10:04:12 Process Name : Backup, MAC ID : 84:38:38:A1:79:87, CPU usage : 0.0, RAM usage : 6220.0, Sent Data : 0.0, Received Data : 0.0, Process ID : pid, Type : Android
2016/01/02 10:04:12 Process Name : com.sec.android.app.music:service, MAC ID : 84:38:38:A1:79:87, CPU usage : 0.0, RAM usage : 6088.0, Sent Data : 0.0, Received Data : 0.0, Process ID : pid, Type : Android
2016/01/02 10:04:13 Process Name : com.samsung.android.app.galaxyfinder:tagService, MAC ID : 84:38:38:A1:79:87, CPU usage : 0.0, RAM usage : 6144.0, Sent Data : 0.0, Received Data : 0.0, Process ID : pid, Type : Android
2016/01/02 10:04:13 Process Name : Nearby Service, MAC ID : 84:38:38:A1:79:87, CPU usage : 0.0, RAM usage : 6168.0, Sent Data : 0.0, Received Data : 2.0, Process ID : pid, Type : Android
2016/01/02 10:04:13 Process Name : Email, MAC ID : 84:38:38:A1:79:87, CPU usage : 0.0, RAM usage : 5988.0, Sent Data : 0.0, Received Data : 0.0, Process ID : pid, Type : Android
2016/01/02 10:04:13 Process Name : Weather, MAC ID : 84:38:38:A1:79:87, CPU usage : 0.0, RAM usage : 6104.0, Sent Data : 0.0, Received Data : 0.0, Process ID : pid, Type : Android
2016/01/02 10:04:13 Process Name : Context Service, MAC ID : 84:38:38:A1:79:87, CPU usage : 0.0, RAM usage : 6072.0, Sent Data : 0.0, Received Data : 0.0, Process ID : pid, Type : Android
2016/01/02 10:04:13 Process Name : Peel Smart Remote, MAC ID : 84:38:38:A1:79:87, CPU usage : 0.0, RAM usage : 5836.0, Sent Data : 0.0, Received Data : 0.0, Process ID : pid, Type : Android
2016/01/02 10:04:13 Process Name : com.samsung.android.internal.headlines, MAC ID : 84:38:38:A1:79:87, CPU usage : 0.0, RAM usage : 6196.0, Sent Data : 0.0, Received Data : 0.0, Process ID : pid, Type : Android
2016/01/02 10:04:13 Process Name : WhatsApp, MAC ID : 84:38:38:A1:79:87, CPU usage : 0.0, RAM usage : 5880.0, Sent Data : 0.0, Received Data : 0.0, Process ID : pid, Type : Android
2016/01/02 10:04:13 Process Name : com.android.systemui.recentsactivity, MAC ID : 84:38:38:A1:79:87, CPU usage : 0.0, RAM usage : 6056.0, Sent Data : 0.0, Received Data : 0.0, Process ID : pid, Type : Android
2016/01/02 10:04:13 Process Name : Samsung Link Platform Connectivity, MAC ID : 84:38:38:A1:79:87, CPU usage : 0.0, RAM usage : 6248.0, Sent Data : 0.0, Received Data : 0.0, Process ID : pid, Type : Android
2016/01/02 10:04:13 Process Name : com.sec.android.app.music:provider, MAC ID : 84:38:38:A1:79:87, CPU usage : 0.0, RAM usage : 6152.0, Sent Data : 0.0, Received Data : 0.0, Process ID : pid, Type : Android
2016/01/02 10:04:13 Process Name : Clock (Digital_easy), MAC ID : 84:38:38:A1:79:87, CPU usage : 0.0, RAM usage : 6264.0, Sent Data : 0.0, Received Data : 0.0, Process ID : pid, Type : Android
2016/01/02 10:04:13 Process Name : SecurityManagerService, MAC ID : 84:38:38:A1:79:87, CPU usage : 0.0, RAM usage : 6224.0, Sent Data : 0.0, Received Data : 1.0, Process ID : pid, Type : Android
2016/01/02 10:04:13 Process Name : Recommended apps, MAC ID : 84:38:38:A1:79:87, CPU usage : 0.0, RAM usage : 6280.0, Sent Data : 0.0, Received Data : 0.0, Process ID : pid, Type : Android
2016/01/02 10:04:13 Process Name : com.instagram.android:mqtt, MAC ID : 84:38:38:A1:79:87, CPU usage : 0.0, RAM usage : 6076.0, Sent Data : 0.0, Received Data : 2.0, Process ID : pid, Type : Android
2016/01/02 10:04:13 Process Name : Fingerprints, MAC ID : 84:38:38:A1:79:87, CPU usage : 0.0, RAM usage : 6116.0, Sent Data : 0.0, Received Data : 1.0, Process ID : pid, Type : Android
2016/01/02 10:04:13 Process Name : Samsung Cloud Data Relay, MAC ID : 84:38:38:A1:79:87, CPU usage : 0.0, RAM usage : 6016.0, Sent Data : 0.0, Received Data : 0.0, Process ID : pid, Type : Android
2016/01/02 10:04:13 Process Name : Bluetooth, MAC ID : 84:38:38:A1:79:87, CPU usage : 0.0, RAM usage : 6128.0, Sent Data : 0.0, Received Data : 0.0, Process ID : pid, Type : Android
2016/01/02 10:04:13 Process Name : com.sec.phone, MAC ID : 84:38:38:A1:79:87, CPU usage : 0.0, RAM usage : 6264.0, Sent Data : 0.0, Received Data : 0.0, Process ID : pid, Type : Android
2016/01/02 10:04:13 Process Name : Phone, MAC ID : 84:38:38:A1:79:87, CPU usage : 0.0, RAM usage : 6065.333333333333, Sent Data : 0.0, Received Data : 0.0, Process ID : pid, Type : Android
2016/01/02 10:04:13 Process Name : com.sec.imsservice, MAC ID : 84:38:38:A1:79:87, CPU usage : 0.0, RAM usage : 5972.0, Sent Data : 0.0, Received Data : 1.0, Process ID : pid, Type : Android
2016/01/02 10:04:13 Process Name : org.simalliance.openmobileapi.service:remote, MAC ID : 84:38:38:A1:79:87, CPU usage : 0.0, RAM usage : 6216.0, Sent Data : 0.0, Received Data : 0.0, Process ID : pid, Type : Android
2016/01/02 10:04:13 Process Name : Phone, MAC ID : 84:38:38:A1:79:87, CPU usage : 0.0, RAM usage : 6065.333333333333, Sent Data : 0.0, Received Data : 0.0, Process ID : pid, Type : Android
2016/01/02 10:04:13 Process Name : Nfc Service, MAC ID : 84:38:38:A1:79:87, CPU usage : 0.0, RAM usage : 6036.0, Sent Data : 0.0, Received Data : 0.0, Process ID : pid, Type : Android
2016/01/02 10:04:13 Process Name : Phone, MAC ID : 84:38:38:A1:79:87, CPU usage : 0.0, RAM usage : 6065.333333333333, Sent Data : 0.0, Received Data : 0.0, Process ID : pid, Type : Android
2016/01/02 10:04:13 Process Name : com.android.systemui.imagewallpaper, MAC ID : 84:38:38:A1:79:87, CPU usage : 0.0, RAM usage : 6220.0, Sent Data : 0.0, Received Data : 0.0, Process ID : pid, Type : Android
2016/01/02 10:04:13 Process Name : com.google.android.googlequicksearchbox:interactor, MAC ID : 84:38:38:A1:79:87, CPU usage : 0.0, RAM usage : 6256.0, Sent Data : 0.0, Received Data : 0.0, Process ID : pid, Type : Android
2016/01/02 10:04:14 Process Name : System UI, MAC ID : 84:38:38:A1:79:87, CPU usage : 0.0, RAM usage : 6956.0, Sent Data : 0.0, Received Data : 0.0, Process ID : pid, Type : Android
2016/01/02 10:04:14 Process Name : Android System, MAC ID : 84:38:38:A1:79:87, CPU usage : 2.6666666666666665, RAM usage : 5356.0, Sent Data : 0.0, Received Data : 1.0, Process ID : pid, Type : Android
2016/01/02 10:04:27 Process Name : Android Agent, MAC ID : 84:38:38:A1:79:87, CPU usage : 1.6666666666666667, RAM usage : 6045.333333333333, Sent Data : 0.0, Received Data : 0.0, Process ID : pid, Type : Android
2016/01/02 10:04:27 Process Name : Samsung keyboard, MAC ID : 84:38:38:A1:79:87, CPU usage : 0.0, RAM usage : 5892.0, Sent Data : 0.0, Received Data : 1.0, Process ID : pid, Type : Android
2016/01/02 10:04:27 Process Name : TouchWiz Home, MAC ID : 84:38:38:A1:79:87, CPU usage : 0.0, RAM usage : 7152.0, Sent Data : 0.0, Received Data : 0.0, Process ID : pid, Type : Android
2016/01/02 10:04:27 Process Name : com.google.android.googlequicksearchbox:search, MAC ID : 84:38:38:A1:79:87, CPU usage : 0.0, RAM usage : 5872.0, Sent Data : 0.0, Received Data : 0.0, Process ID : pid, Type : Android
2016/01/02 10:04:28 Process Name : com.sec.android.widgetapp.ap.hero.accuweather:SurfaceWidget, MAC ID : 84:38:38:A1:79:87, CPU usage : 0.0, RAM usage : 6060.0, Sent Data : 0.0, Received Data : 0.0, Process ID : pid, Type : Android
2016/01/02 10:04:28 Process Name : Messages, MAC ID : 84:38:38:A1:79:87, CPU usage : 0.0, RAM usage : 6490.666666666667, Sent Data : 0.0, Received Data : 0.0, Process ID : pid, Type : Android
2016/01/02 10:04:28 Process Name : PopupuiReceiver, MAC ID : 84:38:38:A1:79:87, CPU usage : 0.0, RAM usage : 7040.0, Sent Data : 0.0, Received Data : 1.0, Process ID : pid, Type : Android
2016/01/02 10:04:28 Process Name : Samsung setup wizard, MAC ID : 84:38:38:A1:79:87, CPU usage : 0.0, RAM usage : 7024.0, Sent Data : 0.0, Received Data : 1.0, Process ID : pid, Type : Android
2016/01/02 10:04:28 Process Name : MyScript Resource Manager, MAC ID : 84:38:38:A1:79:87, CPU usage : 0.0, RAM usage : 6096.0, Sent Data : 0.0, Received Data : 0.0, Process ID : pid, Type : Android
2016/01/02 10:04:28 Process Name : com.google.android.gms.persistent, MAC ID : 84:38:38:A1:79:87, CPU usage : 0.0, RAM usage : 5844.0, Sent Data : 0.0, Received Data : 0.0, Process ID : pid, Type : Android
2016/01/02 10:04:28 Process Name : Google Play Store, MAC ID : 84:38:38:A1:79:87, CPU usage : 0.0, RAM usage : 6444.0, Sent Data : 0.0, Received Data : 0.0, Process ID : pid, Type : Android
2016/01/02 10:04:28 Process Name : com.google.process.gapps, MAC ID : 84:38:38:A1:79:87, CPU usage : 0.0, RAM usage : 5972.0, Sent Data : 0.0, Received Data : 0.0, Process ID : pid, Type : Android
2016/01/02 10:04:28 Process Name : Google Play services, MAC ID : 84:38:38:A1:79:87, CPU usage : 0.0, RAM usage : 6012.0, Sent Data : 0.0, Received Data : 0.0, Process ID : pid, Type : Android
2016/01/02 10:04:28 Process Name : S Health, MAC ID : 84:38:38:A1:79:87, CPU usage : 0.0, RAM usage : 6564.0, Sent Data : 0.0, Received Data : 0.0, Process ID : pid, Type : Android
2016/01/02 10:04:28 Process Name : Google+, MAC ID : 84:38:38:A1:79:87, CPU usage : 0.0, RAM usage : 6524.0, Sent Data : 0.0, Received Data : 0.0, Process ID : pid, Type : Android
2016/01/02 10:04:28 Process Name : com.sec.android.app.shealth:remote, MAC ID : 84:38:38:A1:79:87, CPU usage : 0.0, RAM usage : 5744.0, Sent Data : 0.0, Received Data : 0.0, Process ID : pid, Type : Android
2016/01/02 10:04:28 Process Name : ChatON, MAC ID : 84:38:38:A1:79:87, CPU usage : 0.0, RAM usage : 6568.0, Sent Data : 0.0, Received Data : 0.0, Process ID : pid, Type : Android
2016/01/02 10:04:28 Process Name : KNOX SetupWizardClient, MAC ID : 84:38:38:A1:79:87, CPU usage : 0.0, RAM usage : 6676.0, Sent Data : 0.0, Received Data : 1.0, Process ID : pid, Type : Android
2016/01/02 10:04:28 Process Name : Wi-Fi Direct share, MAC ID : 84:38:38:A1:79:87, CPU usage : 0.0, RAM usage : 6784.0, Sent Data : 0.0, Received Data : 0.0, Process ID : pid, Type : Android
2016/01/02 10:04:28 Process Name : KNOX, MAC ID : 84:38:38:A1:79:87, CPU usage : 0.0, RAM usage : 6784.0, Sent Data : 0.0, Received Data : 1.0, Process ID : pid, Type : Android
2016/01/02 10:04:28 Process Name : android.process.acore, MAC ID : 84:38:38:A1:79:87, CPU usage : 0.0, RAM usage : 6016.0, Sent Data : 0.0, Received Data : 0.0, Process ID : pid, Type : Android
2016/01/02 10:04:28 Process Name : S Finder, MAC ID : 84:38:38:A1:79:87, CPU usage : 0.0, RAM usage : 6557.333333333333, Sent Data : 0.0, Received Data : 0.0, Process ID : pid, Type : Android
2016/01/02 10:04:28 Process Name : Gallery, MAC ID : 84:38:38:A1:79:87, CPU usage : 0.0, RAM usage : 6382.666666666667, Sent Data : 0.0, Received Data : 0.0, Process ID : pid, Type : Android
2016/01/02 10:04:28 Process Name : Hangouts, MAC ID : 84:38:38:A1:79:87, CPU usage : 0.0, RAM usage : 6008.0, Sent Data : 0.0, Received Data : 0.0, Process ID : pid, Type : Android
2016/01/02 10:04:28 Process Name : AASAservice, MAC ID : 84:38:38:A1:79:87, CPU usage : 0.0, RAM usage : 6721.333333333333, Sent Data : 0.0, Received Data : 1.0, Process ID : pid, Type : Android
2016/01/02 10:04:28 Process Name : Package Access Helper, MAC ID : 84:38:38:A1:79:87, CPU usage : 0.0, RAM usage : 6685.333333333333, Sent Data : 0.0, Received Data : 0.0, Process ID : pid, Type : Android
2016/01/02 10:04:28 Process Name : com.sec.spp.push:RemoteDlcProcess, MAC ID : 84:38:38:A1:79:87, CPU usage : 0.0, RAM usage : 6644.0, Sent Data : 0.0, Received Data : 0.0, Process ID : pid, Type : Android
2016/01/02 10:04:28 Process Name : Active applications, MAC ID : 84:38:38:A1:79:87, CPU usage : 0.0, RAM usage : 6750.666666666667, Sent Data : 0.0, Received Data : 0.0, Process ID : pid, Type : Android
2016/01/02 10:04:28 Process Name : EasyTouch, MAC ID : 84:38:38:A1:79:87, CPU usage : 0.0, RAM usage : 6608.0, Sent Data : 0.0, Received Data : 0.0, Process ID : pid, Type : Android
2016/01/02 10:04:28 Process Name : FlashFox, MAC ID : 84:38:38:A1:79:87, CPU usage : 0.0, RAM usage : 6656.0, Sent Data : 0.0, Received Data : 0.0, Process ID : pid, Type : Android
2016/01/02 10:04:28 Process Name : com.shere.easytouch.holo.service, MAC ID : 84:38:38:A1:79:87, CPU usage : 0.0, RAM usage : 5812.0, Sent Data : 0.0, Received Data : 0.0, Process ID : pid, Type : Android
2016/01/02 10:04:29 Process Name : hike, MAC ID : 84:38:38:A1:79:87, CPU usage : 0.0, RAM usage : 5844.0, Sent Data : 0.0, Received Data : 0.0, Process ID : pid, Type : Android
2016/01/02 10:04:29 Process Name : Instagram, MAC ID : 84:38:38:A1:79:87, CPU usage : 0.0, RAM usage : 6424.0, Sent Data : 0.0, Received Data : 2.0, Process ID : pid, Type : Android
2016/01/02 10:04:29 Process Name : Samsung In-App Purchase, MAC ID : 84:38:38:A1:79:87, CPU usage : 0.0, RAM usage : 6668.0, Sent Data : 0.0, Received Data : 0.0, Process ID : pid, Type : Android
2016/01/02 10:04:29 Process Name : Google Play Newsstand, MAC ID : 84:38:38:A1:79:87, CPU usage : 0.0, RAM usage : 6444.0, Sent Data : 0.0, Received Data : 0.0, Process ID : pid, Type : Android
2016/01/02 10:04:29 Process Name : Health Service, MAC ID : 84:38:38:A1:79:87, CPU usage : 0.0, RAM usage : 6216.0, Sent Data : 0.0, Received Data : 0.0, Process ID : pid, Type : Android
2016/01/02 10:04:29 Process Name : Samsung Push Service, MAC ID : 84:38:38:A1:79:87, CPU usage : 0.0, RAM usage : 5992.0, Sent Data : 0.0, Received Data : 0.0, Process ID : pid, Type : Android
2016/01/02 10:04:29 Process Name : Galaxy Apps, MAC ID : 84:38:38:A1:79:87, CPU usage : 0.0, RAM usage : 6676.0, Sent Data : 0.0, Received Data : 0.0, Process ID : pid, Type : Android
2016/01/02 10:04:29 Process Name : Assistant menu, MAC ID : 84:38:38:A1:79:87, CPU usage : 0.0, RAM usage : 6681.333333333333, Sent Data : 0.0, Received Data : 1.0, Process ID : pid, Type : Android
2016/01/02 10:04:29 Process Name : Unified Daemon, MAC ID : 84:38:38:A1:79:87, CPU usage : 0.0, RAM usage : 6092.0, Sent Data : 0.0, Received Data : 0.0, Process ID : pid, Type : Android
2016/01/02 10:04:29 Process Name : Quick connect, MAC ID : 84:38:38:A1:79:87, CPU usage : 0.0, RAM usage : 6812.0, Sent Data : 0.0, Received Data : 0.0, Process ID : pid, Type : Android
2016/01/02 10:04:29 Process Name : Car mode, MAC ID : 84:38:38:A1:79:87, CPU usage : 0.0, RAM usage : 6044.0, Sent Data : 0.0, Received Data : 0.0, Process ID : pid, Type : Android
2016/01/02 10:04:29 Process Name : Samsung text-to-speech engine, MAC ID : 84:38:38:A1:79:87, CPU usage : 0.0, RAM usage : 6200.0, Sent Data : 0.0, Received Data : 1.0, Process ID : pid, Type : Android
2016/01/02 10:04:29 Process Name : Smart Manager, MAC ID : 84:38:38:A1:79:87, CPU usage : 0.0, RAM usage : 6184.0, Sent Data : 0.0, Received Data : 1.0, Process ID : pid, Type : Android
2016/01/02 10:04:29 Process Name : Settings, MAC ID : 84:38:38:A1:79:87, CPU usage : 0.0, RAM usage : 6080.0, Sent Data : 0.0, Received Data : 1.0, Process ID : pid, Type : Android
2016/01/02 10:04:29 Process Name : Remote Controls, MAC ID : 84:38:38:A1:79:87, CPU usage : 0.0, RAM usage : 6718.666666666667, Sent Data : 0.0, Received Data : 1.0, Process ID : pid, Type : Android
2016/01/02 10:04:29 Process Name : Samsung account, MAC ID : 84:38:38:A1:79:87, CPU usage : 0.0, RAM usage : 6638.666666666667, Sent Data : 0.0, Received Data : 0.0, Process ID : pid, Type : Android
2016/01/02 10:04:29 Process Name : SoundAlive, MAC ID : 84:38:38:A1:79:87, CPU usage : 0.0, RAM usage : 6232.0, Sent Data : 0.0, Received Data : 0.0, Process ID : pid, Type : Android
2016/01/02 10:04:29 Process Name : Bus Simulator 2015, MAC ID : 84:38:38:A1:79:87, CPU usage : 0.0, RAM usage : 6812.0, Sent Data : 0.0, Received Data : 0.0, Process ID : pid, Type : Android
2016/01/02 10:04:29 Process Name : com.cmcm.locker:locker, MAC ID : 84:38:38:A1:79:87, CPU usage : 0.0, RAM usage : 6576.0, Sent Data : 0.0, Received Data : 0.0, Process ID : pid, Type : Android
2016/01/02 10:04:29 Process Name : Truecaller, MAC ID : 84:38:38:A1:79:87, CPU usage : 0.0, RAM usage : 5924.0, Sent Data : 0.0, Received Data : 0.0, Process ID : pid, Type : Android
2016/01/02 10:04:29 Process Name : com.cmcm.locker:service, MAC ID : 84:38:38:A1:79:87, CPU usage : 0.0, RAM usage : 5896.0, Sent Data : 0.0, Received Data : 0.0, Process ID : pid, Type : Android
2016/01/02 10:04:29 Process Name : Samsung Link Platform, MAC ID : 84:38:38:A1:79:87, CPU usage : 0.0, RAM usage : 5988.0, Sent Data : 0.0, Received Data : 0.0, Process ID : pid, Type : Android
2016/01/02 10:04:29 Process Name : Drive, MAC ID : 84:38:38:A1:79:87, CPU usage : 0.0, RAM usage : 6408.0, Sent Data : 0.0, Received Data : 0.0, Process ID : pid, Type : Android
2016/01/02 10:04:29 Process Name : com.sec.spp.push:RemoteNotiProcess, MAC ID : 84:38:38:A1:79:87, CPU usage : 0.0, RAM usage : 6732.0, Sent Data : 0.0, Received Data : 0.0, Process ID : pid, Type : Android
2016/01/02 10:04:29 Process Name : ShootingModeProvider, MAC ID : 84:38:38:A1:79:87, CPU usage : 0.0, RAM usage : 6648.0, Sent Data : 0.0, Received Data : 0.0, Process ID : pid, Type : Android
2016/01/02 10:04:29 Process Name : Kids Mode, MAC ID : 84:38:38:A1:79:87, CPU usage : 0.0, RAM usage : 6720.0, Sent Data : 0.0, Received Data : 0.0, Process ID : pid, Type : Android
2016/01/02 10:04:29 Process Name : Help, MAC ID : 84:38:38:A1:79:87, CPU usage : 0.0, RAM usage : 6720.0, Sent Data : 0.0, Received Data : 1.0, Process ID : pid, Type : Android
2016/01/02 10:04:29 Process Name : com.samsung.android.magazine.service, MAC ID : 84:38:38:A1:79:87, CPU usage : 0.0, RAM usage : 6680.0, Sent Data : 0.0, Received Data : 0.0, Process ID : pid, Type : Android
2016/01/02 10:04:30 Process Name : Filter Installer, MAC ID : 84:38:38:A1:79:87, CPU usage : 0.0, RAM usage : 6710.666666666667, Sent Data : 0.0, Received Data : 1.0, Process ID : pid, Type : Android
2016/01/02 10:04:30 Process Name : com.samsung.android.app.watchmanagerstub, MAC ID : 84:38:38:A1:79:87, CPU usage : 0.0, RAM usage : 4541.333333333333, Sent Data : 0.0, Received Data : 0.0, Process ID : pid, Type : Android
2016/01/02 10:04:30 Process Name : Google Partner Set Up, MAC ID : 84:38:38:A1:79:87, CPU usage : 0.0, RAM usage : 4472.0, Sent Data : 0.0, Received Data : 0.0, Process ID : pid, Type : Android
2016/01/02 10:04:30 Process Name : ﻿﻿Security policy updates, MAC ID : 84:38:38:A1:79:87, CPU usage : 0.0, RAM usage : 6056.0, Sent Data : 0.0, Received Data : 1.0, Process ID : pid, Type : Android
2016/01/02 10:04:30 Process Name : Group Play, MAC ID : 84:38:38:A1:79:87, CPU usage : 0.0, RAM usage : 4496.0, Sent Data : 0.0, Received Data : 0.0, Process ID : pid, Type : Android
2016/01/02 10:04:30 Process Name : Contacts, MAC ID : 84:38:38:A1:79:87, CPU usage : 0.0, RAM usage : 5912.0, Sent Data : 0.0, Received Data : 0.0, Process ID : pid, Type : Android
2016/01/02 10:04:30 Process Name : My Files, MAC ID : 84:38:38:A1:79:87, CPU usage : 0.0, RAM usage : 4461.333333333333, Sent Data : 0.0, Received Data : 0.0, Process ID : pid, Type : Android
2016/01/02 10:04:30 Process Name : android.process.media, MAC ID : 84:38:38:A1:79:87, CPU usage : 0.0, RAM usage : 5996.0, Sent Data : 0.0, Received Data : 0.0, Process ID : pid, Type : Android
2016/01/02 10:04:30 Process Name : Clock (Digital), MAC ID : 84:38:38:A1:79:87, CPU usage : 0.0, RAM usage : 6228.0, Sent Data : 0.0, Received Data : 0.0, Process ID : pid, Type : Android
2016/01/02 10:04:30 Process Name : MTP application, MAC ID : 84:38:38:A1:79:87, CPU usage : 0.0, RAM usage : 6542.666666666667, Sent Data : 0.0, Received Data : 1.0, Process ID : pid, Type : Android
2016/01/02 10:04:30 Process Name : Facebook, MAC ID : 84:38:38:A1:79:87, CPU usage : 0.0, RAM usage : 5800.0, Sent Data : 0.0, Received Data : 2.0, Process ID : pid, Type : Android
2016/01/02 10:04:30 Process Name : Video Player, MAC ID : 84:38:38:A1:79:87, CPU usage : 0.0, RAM usage : 6598.666666666667, Sent Data : 0.0, Received Data : 0.0, Process ID : pid, Type : Android
2016/01/02 10:04:30 Process Name : Messenger, MAC ID : 84:38:38:A1:79:87, CPU usage : 0.0, RAM usage : 5784.0, Sent Data : 0.0, Received Data : 0.0, Process ID : pid, Type : Android
2016/01/02 10:04:30 Process Name : Backup, MAC ID : 84:38:38:A1:79:87, CPU usage : 0.0, RAM usage : 6220.0, Sent Data : 0.0, Received Data : 0.0, Process ID : pid, Type : Android
